NGA,PolID,Time,PolPop,PolTerr,CapPop,levels,government,infrastr,writing,texts,money,SPC1,MG_corr,PC1,PC2
Sogdiana,TjSaraz,-3100,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-1.9069371894632947,0.464157345994766
Sogdiana,TjSaraz,-3000,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-1.9069371894632947,0.464157345994766
Sogdiana,TjSaraz,-2900,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-1.9069371894632947,0.464157345994766
Sogdiana,TjSaraz,-2800,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-1.9069371894632947,0.464157345994766
Sogdiana,TjSaraz,-2700,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-1.9069371894632947,0.464157345994766
Sogdiana,TjSaraz,-2600,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-1.9069371894632947,0.464157345994766
Sogdiana,TjSaraz,-2500,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-1.9069371894632947,0.464157345994766
Sogdiana,TjSaraz,-2400,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-1.9069371894632947,0.464157345994766
Sogdiana,TjSaraz,-2300,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-1.9069371894632947,0.464157345994766
Sogdiana,TjSaraz,-2200,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-1.9069371894632947,0.464157345994766
Sogdiana,TjSaraz,-2100,4.032443453,3.212599823,3.808243465,2.477247729,0.1,0.390909091,0.0,0.0,0.9,0.26234712,0,-1.9069371894632947,0.464157345994766
Sogdiana,KzAndro,-2000,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9,0.216965914,0,-2.4807314321737532,0.49585574755068834
Sogdiana,KzAndro,-1900,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9,0.216965914,0,-2.4807314321737532,0.49585574755068834
Sogdiana,KzAndro,-1800,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9,0.216965914,0,-2.4807314321737532,0.49585574755068834
Sogdiana,KzAndro,-1700,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9,0.216965914,0,-2.4807314321737532,0.49585574755068834
Sogdiana,KzAndro,-1600,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9,0.216965914,0,-2.4807314321737532,0.49585574755068834
Sogdiana,KzAndro,-1500,3.95888968,3.707766444,2.397940009,1.403366207,0.1,0.3,0.0,0.0,0.9,0.216965914,0,-2.4807314321737532,0.49585574755068834
Sogdiana,UzKok01,-1400,3.079941656,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9,0.148653829,0,-2.885324424990987,0.41113791139429856
Sogdiana,UzKok01,-1300,3.079941656,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9,0.148653829,0,-2.885324424990987,0.41113791139429856
Sogdiana,UzKok01,-1200,3.079941656,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9,0.148653829,0,-2.885324424990987,0.41113791139429856
Sogdiana,UzKok01,-1100,3.079941656,3.213730365,2.83935582,1.109409094,0.1,0.08,0.0,0.0,0.9,0.148653829,0,-2.885324424990987,0.41113791139429856
Sogdiana,UzKok01,-1000,4.978050073,4.664384768,4.090342107,1.109409094,0.1,0.08,0.0,0.0,0.9,0.248366221,0,-1.9245427437603255,1.4807609007227025
Sogdiana,UzKhw01,-900,5.835983378,3.054139079,2.685788681,2.75833555,0.1,0.933333333,0.15,0.0,0.4,0.369239141,0,-1.2624878297581745,0.09484471340776209
Sogdiana,UzKhw01,-800,3.595326169,5.877108674,4.150680221,2.479213226,0.1,0.933333333,0.15,0.0,0.4,0.384023796,0,-0.8343612976545951,0.9265984266910039
Sogdiana,UzKok02,-700,4.049783827,3.36267725,4.150680221,1.71475398,0.4,0.333333333,0.0,0.0,1.0,0.315680285,0,-1.6588531961884747,0.38866046811456306
Sogdiana,UzKok02,-600,4.049783827,3.36267725,4.150680221,1.71475398,0.4,0.333333333,0.0,0.0,1.0,0.315680285,0,-1.6588531961884747,0.38866046811456306
Sogdiana,IrAchae,-500,7.333008823,6.740362689,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0,0.887021376,1,3.8790091939807847,0.28845457865075236
Sogdiana,IrAchae,-400,7.452026836,6.579783597,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0,0.884931562,1,3.87292580038962,0.24841976107233998
Sogdiana,IrSeleu,-300,7.204119983,6.556302501,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0,0.85419066,1,3.6085422815990857,0.06305020368230416
Sogdiana,AfGrBct,-200,7.160388688,5.899076538,4.430356391,4.0,0.7625,0.8,0.814285714,0.9375,5.0,0.765870426,1,2.8007932859942692,-0.11666566212055354
Sogdiana,AfTochr,-100,7.131412166,4.041423741,5.188966847,2.850328263,0.5,0.644444444,0.94,0.9,5.0,0.684295704,1,2.1505380820650846,-0.5506234015502086
Sogdiana,AfTochr,0,4.987384242,4.041423741,3.9658069,2.850328263,0.5,0.644444444,0.94,0.9,5.0,0.619264747,1,1.4106408875796121,-1.099644452105551
Sogdiana,AfKushn,100,7.003287767,6.313878326,5.176091259,4.476041328,0.777777778,0.809090909,0.833333333,1.0,5.0,0.810552424,1,3.2139508085863984,0.08852627020034062
Sogdiana,AfKushn,200,6.884435557,6.371437475,5.0,4.476041328,0.777777778,0.809090909,0.833333333,1.0,5.0,0.806141972,1,3.154020853751677,0.0674550263263842
Sogdiana,IrSasn1,300,6.698970004,6.424901758,5.0,6.684503355,0.545454545,0.9,0.771428571,0.925,5.0,0.806545958,1,3.245417402083554,0.2907829878396339
Sogdiana,IrSasn1,400,6.698970004,6.499665679,5.397940009,6.684503355,0.545454545,0.9,0.771428571,0.925,5.0,0.819902671,1,3.3663051068679817,0.36756215789094154
Sogdiana,AfHepht,500,7.423245874,6.453379061,4.963703794,3.807663394,0.585714286,0.914285714,0.816666667,1.0,5.0,0.803125862,1,3.054882930590548,0.14406733624358414
Sogdiana,KgWTurk,600,6.212583741,6.500521762,3.996347209,3.906740842,0.7,0.785714286,0.816666667,0.925,3.6,0.717370046,1,2.2679982791023052,0.2504554537772648
Sogdiana,UzSogdi,700,4.627075752,3.969406857,4.212561652,2.88107394,0.772727273,0.79,0.833333333,0.975,5.0,0.657984735,1,1.7725822318461715,-1.4639774489369104
Sogdiana,IqAbbs1,800,7.489246297,6.919078092,5.84509804,6.0,0.645454545,0.908333333,0.857142857,1.0,5.0,0.8674214,1,3.8392143894632094,0.5596718417708381
Sogdiana,UzSamnd,900,6.77815125,6.397940009,5.113943352,5.672510922,0.9,0.916666667,0.828571429,1.0,5.0,0.847891918,1,3.5881384260956275,-0.02540540489951461
Sogdiana,KgKarKh,1000,6.397940009,6.301029996,5.301029996,5.0,0.881818182,0.791666667,0.828571429,0.975,5.0,0.813858966,1,3.2765066513433276,-0.003669004877579615
Sogdiana,KgKarKh,1100,5.462287075,5.53416978,3.63656251,5.0,0.881818182,0.791666667,0.828571429,0.975,5.0,0.768089962,1,2.510630582191248,-0.6767464301190783
Sogdiana,KgKarKh,1200,6.37445344,6.126319594,5.171111275,5.0,0.881818182,0.791666667,0.828571429,0.975,5.0,0.813879614,1,3.2055785598748474,-0.09151644437559361
Sogdiana,UzChagt,1300,6.254682107,6.544068044,4.435573614,4.264972637,0.527272727,0.76,0.816666667,0.9625,5.0,0.743461331,1,2.5420247454838996,0.14475186946175922
Sogdiana,UzTimur,1400,7.69019608,6.740362689,5.176091259,6.115641599,0.827272727,0.881818182,0.828571429,0.9875,5.0,0.872745656,1,3.799010653125277,0.40063535666091415
Sogdiana,UzTimur,1500,6.398612364,6.545823017,5.176091259,6.115641599,0.827272727,0.881818182,0.828571429,0.9875,5.0,0.841678405,1,3.5173717657547265,0.08274642874717383
Sogdiana,UzJanid,1600,5.772736714,5.222305494,4.986987387,5.562024362,0.8625,0.857142857,0.8,0.9875,5.0,0.779340291,1,3.0020311266738724,-0.5933269572283186
Sogdiana,UzJanid,1700,5.987150443,5.222305494,4.810470882,5.562024362,0.8625,0.857142857,0.8,0.9875,5.0,0.788146715,1,2.99531852103184,-0.5742748946181061
Southern China Hills,CnHQngL,1800,5.301029996,4.007150105,4.071658978,2.5,0.857142857,0.6,0.0,0.125,4.0,0.476262826,0,0.13308075155946844,-0.3479491655669864
Susiana,IrPrCer,-7800,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9,0.129736675,0,-3.4078438837278777,-0.5422090411658627
Susiana,IrPrCer,-7700,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9,0.129736675,0,-3.4078438837278777,-0.5422090411658627
Susiana,IrPrCer,-7600,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9,0.129736675,0,-3.4078438837278777,-0.5422090411658627
Susiana,IrPrCer,-7500,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9,0.129736675,0,-3.4078438837278777,-0.5422090411658627
Susiana,IrPrCer,-7400,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9,0.129736675,0,-3.4078438837278777,-0.5422090411658627
Susiana,IrPrCer,-7300,1.59704469,1.844231001,2.591618142,1.0,0.09,0.181818182,0.0,0.0,0.9,0.129736675,0,-3.4078438837278777,-0.5422090411658627
Susiana,IrForma,-7200,4.064934357,2.713731167,2.43812847,1.0,0.090909091,0.181818182,0.0,0.0,0.9,0.139350082,0,-2.820937145951691,0.2396141518544832
Susiana,IrForma,-7100,4.064934357,2.713731167,2.43812847,1.0,0.090909091,0.181818182,0.0,0.0,0.9,0.139350082,0,-2.820937145951691,0.2396141518544832
Susiana,IrArcha,-7000,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0,0.16218274,0,-3.218912893134199,-0.2394687305385812
Susiana,IrArcha,-6900,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0,0.16218274,0,-3.218912893134199,-0.2394687305385812
Susiana,IrArcha,-6800,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0,0.16218274,0,-3.218912893134199,-0.2394687305385812
Susiana,IrArcha,-6700,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0,0.16218274,0,-3.218912893134199,-0.2394687305385812
Susiana,IrArcha,-6600,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0,0.16218274,0,-3.218912893134199,-0.2394687305385812
Susiana,IrArcha,-6500,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0,0.16218274,0,-3.218912893134199,-0.2394687305385812
Susiana,IrArcha,-6400,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0,0.16218274,0,-3.218912893134199,-0.2394687305385812
Susiana,IrArcha,-6300,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0,0.16218274,0,-3.218912893134199,-0.2394687305385812
Susiana,IrArcha,-6200,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0,0.16218274,0,-3.218912893134199,-0.2394687305385812
Susiana,IrArcha,-6100,1.355693541,2.924777736,2.523682346,1.0,0.1,0.214285714,0.0,0.0,1.0,0.16218274,0,-3.218912893134199,-0.2394687305385812
Susiana,IrKhzE*,-6000,2.440826364,2.214147783,2.713309819,1.0,0.1,0.45,0.0,0.0,0.9,0.192816753,0,-2.8711239812134974,-0.5238268057209112
Susiana,IrKhzE*,-5900,2.440826364,2.214147783,2.713309819,1.0,0.1,0.45,0.0,0.0,0.9,0.192816753,0,-2.8711239812134974,-0.5238268057209112
Susiana,IrKhzE*,-5800,2.440826364,2.214147783,2.713309819,1.0,0.1,0.45,0.0,0.0,0.9,0.192816753,0,-2.8711239812134974,-0.5238268057209112
Susiana,IrKhzEM,-5700,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6,0.189471307,0,-2.7753036776086786,-0.03048314500238209
Susiana,IrKhzEM,-5600,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6,0.189471307,0,-2.7753036776086786,-0.03048314500238209
Susiana,IrKhzEM,-5500,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6,0.189471307,0,-2.7753036776086786,-0.03048314500238209
Susiana,IrKhzEM,-5400,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6,0.189471307,0,-2.7753036776086786,-0.03048314500238209
Susiana,IrKhzEM,-5300,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6,0.189471307,0,-2.7753036776086786,-0.03048314500238209
Susiana,IrKhzEM,-5200,3.622118865,2.275593628,2.811750412,1.184657566,0.090909091,0.3125,0.0,0.0,0.6,0.189471307,0,-2.7753036776086786,-0.03048314500238209
Susiana,IrKhzM*,-5100,3.1113624,3.14745979,2.991896918,1.210446633,0.172727273,0.3,0.0,0.0,2.7,0.222346083,0,-2.2293907023511847,-0.2695878897305123
Susiana,IrKhzM*,-5000,3.506766378,2.62539326,2.991896918,1.543779966,0.172727273,0.3,0.0,0.0,2.7,0.236591074,0,-2.1924974730159867,-0.37430638287563234
Susiana,IrKhzM*,-4900,3.506766378,2.62539326,2.991896918,1.543779966,0.172727273,0.3,0.0,0.0,2.7,0.236591074,0,-2.1924974730159867,-0.37430638287563234
Susiana,IrKhzM*,-4800,3.506766378,2.62539326,2.991896918,1.543779966,0.172727273,0.3,0.0,0.0,2.7,0.236591074,0,-2.1924974730159867,-0.37430638287563234
Susiana,IrKhzL*,-4700,3.928979149,2.86809685,3.067984596,1.726396821,0.154545455,0.328571429,0.0,0.0,2.7,0.257749034,0,-2.0068138288607553,-0.19989021864873344
Susiana,IrKhzL*,-4600,3.928979149,2.86809685,3.067984596,1.726396821,0.154545455,0.328571429,0.0,0.0,2.7,0.257749034,0,-2.0068138288607553,-0.19989021864873344
Susiana,IrKhzL*,-4500,3.928979149,2.86809685,3.067984596,1.726396821,0.154545455,0.328571429,0.0,0.0,2.7,0.257749034,0,-2.0068138288607553,-0.19989021864873344
Susiana,IrKhzL*,-4400,3.928979149,2.86809685,3.067984596,1.726396821,0.154545455,0.328571429,0.0,0.0,2.7,0.257749034,0,-2.0068138288607553,-0.19989021864873344
Susiana,IrSusa1,-4300,4.027735079,2.96983565,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7,0.282595192,0,-1.7129649209885576,-0.22872678950582484
Susiana,IrSusa1,-4200,4.027735079,2.96983565,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7,0.282595192,0,-1.7129649209885576,-0.22872678950582484
Susiana,IrSusa1,-4100,4.027735079,2.96983565,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7,0.282595192,0,-1.7129649209885576,-0.22872678950582484
Susiana,IrSusa1,-4000,4.027735079,2.96983565,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7,0.282595192,0,-1.7129649209885576,-0.22872678950582484
Susiana,IrSusa1,-3900,2.997660758,1.720774275,3.050024434,1.969035122,0.245454545,0.328571429,0.15,0.0,2.7,0.24254955,0,-2.1339020509664595,-0.9071044039506266
Susiana,IrSusa2,-3800,2.997660758,1.430868568,2.815257652,2.750748805,0.571428571,0.68,0.98,0.95,2.7,0.458935806,0,0.011276512607971622,-2.224361745730948
Susiana,IrSusa2,-3700,4.008131588,3.510898514,2.815257652,2.916916268,0.571428571,0.68,0.98,0.95,2.7,0.512212835,0,0.6050466090070066,-1.2150401337055794
Susiana,IrSusa2,-3600,3.990294092,4.320087073,3.542955833,2.916916268,0.571428571,0.68,0.98,0.95,2.7,0.535130762,0,0.9433891790507789,-0.8168099960868374
Susiana,IrSusa2,-3500,4.238199531,3.72708224,3.698970004,3.247689661,0.571428571,0.68,0.98,0.95,2.7,0.551342914,0,0.981086543654724,-0.9582194796434685
Susiana,IrSusa2,-3400,4.329926391,4.112798296,3.698970004,3.583582935,0.571428571,0.68,0.98,0.95,2.7,0.562228405,0,1.1233107169493484,-0.7671682682726357
Susiana,IrSusa2,-3300,4.363782491,4.096811828,3.698970004,3.583582935,0.571428571,0.68,0.98,0.95,2.7,0.561189636,0,1.1269090259738157,-0.7670248226466313
Susiana,IrSusa2,-3200,3.838849091,3.597264419,3.569262714,3.583582935,0.571428571,0.68,0.98,0.95,2.7,0.52954672,0,0.9019510655389853,-1.0750909765132364
Susiana,IrSusa3,-3100,3.838849091,2.712990921,3.569262714,3.452586699,0.571428571,0.725,0.98,0.9,2.7,0.53746034,0,0.7280156455899476,-1.4569864689599994
Susiana,IrSusa3,-3000,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7,0.58998018,0,1.3832237272834806,-0.44691729743006653
Susiana,IrSusa3,-2900,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7,0.58998018,0,1.3832237272834806,-0.44691729743006653
Susiana,IrSusa3,-2800,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7,0.58998018,0,1.3832237272834806,-0.44691729743006653
Susiana,IrSusa3,-2700,5.268510916,4.563685937,4.044478882,2.978070246,0.571428571,0.725,0.98,0.9,2.7,0.58998018,0,1.3832237272834806,-0.44691729743006653
Susiana,IrAwanE,-2600,5.798349965,5.376242008,3.965177763,3.035454997,0.5125,0.825,0.98,0.925,2.7,0.664406759,0,1.6797257365082086,-0.12432887791123619
Susiana,IrAwanE,-2500,5.798349965,5.376242008,3.965177763,3.035454997,0.5125,0.825,0.98,0.925,2.7,0.664406759,0,1.6797257365082086,-0.12432887791123619
Susiana,IrAwanE,-2400,5.798349965,5.376242008,3.965177763,3.035454997,0.5125,0.825,0.98,0.925,2.7,0.664406759,0,1.6797257365082086,-0.12432887791123619
Susiana,IrAwanE,-2300,5.798349965,5.376242008,3.965177763,3.035454997,0.5125,0.825,0.98,0.925,2.7,0.664406759,0,1.6797257365082086,-0.12432887791123619
Susiana,IqAkkad,-2200,6.20776289,4.939268839,4.540313004,5.035126361,0.71,0.966666667,0.833333333,0.985714286,3.0,0.740938642,1,2.466192188682233,-0.3084155766186364
Susiana,IqUrIII,-2100,5.304473403,3.844106937,4.106868443,4.950393894,1.0,1.0,1.0,1.0,3.0,0.735807194,1,2.439586248641384,-1.2200391437321347
Susiana,IrShima,-2000,6.218782914,3.524403333,4.824632736,4.107374703,0.9,0.925,0.842857143,0.9,3.0,0.699571472,1,2.2235877881569284,-0.9153889063192975
Susiana,IrSukkE,-1900,4.88707737,5.21742184,4.189298585,4.366268556,0.92,0.957142857,0.98,0.9,3.0,0.721138586,1,2.3174525066202465,-0.6593718067204688
Susiana,IrSukkE,-1800,5.934107754,5.640592004,4.404323994,4.366268556,0.92,0.957142857,0.98,0.9,3.0,0.72562999,1,2.6514784202074777,-0.272774467396816
Susiana,IrSukkL,-1700,5.728528465,5.59879819,4.117069392,4.943877151,0.9,0.914285714,0.842857143,0.9,2.7,0.705878569,1,2.3861982371134736,-0.14729467155258613
Susiana,IrSukkL,-1600,5.101972599,3.482923215,4.120255436,4.943877151,0.9,0.914285714,0.842857143,0.9,2.7,0.688909368,1,1.8876382757774177,-1.0862322916016616
Susiana,IrMElm1,-1500,6.195363746,5.399201741,4.038163456,5.290091159,0.92,0.916666667,0.842857143,1.0,1.0,0.684201899,1,2.276646479943159,0.2084673759639037
Susiana,IrMElm2,-1400,5.97609386,5.499738163,4.404211363,3.91500714,0.9,0.9,0.98,0.966666667,1.0,0.722958972,1,2.184896856290392,0.1464061561573826
Susiana,IrMElm2,-1300,5.668988755,5.499738163,3.728672665,3.91500714,0.9,0.9,0.98,0.966666667,1.0,0.69006511,1,1.9437921600070238,0.007738481034833356
Susiana,IrMElm3,-1200,6.161493334,5.402630552,3.924925274,4.899558141,0.95,0.928571429,0.842857143,1.0,3.0,0.731038618,1,2.566309009304679,-0.319192818425433
Susiana,IrElmCP,-1100,6.161493334,5.402630552,3.924925274,4.899558141,0.95,0.928571429,0.842857143,1.0,3.0,0.731038618,1,2.566309009304679,-0.319192818425433
Susiana,IrElmCP,-1000,6.161493334,5.402630552,3.924925274,4.899558141,0.95,0.928571429,0.842857143,1.0,3.0,0.731038618,1,2.566309009304679,-0.319192818425433
Susiana,IrNElm1,-900,5.341332739,4.063962329,4.484547519,4.009654321,0.9,0.6,0.76,0.541029624,2.7,0.6620337,1,1.3204761490272705,-0.32294613001448863
Susiana,IrNElm1,-800,5.341332739,4.063962329,4.484547519,4.009654321,0.9,0.6,0.76,0.541029624,2.7,0.6620337,1,1.3204761490272705,-0.32294613001448863
Susiana,IrNElm2,-700,6.631010293,5.500476105,3.601999509,4.11593416,0.725,0.783333333,0.842857143,0.833429933,2.7,0.703242406,1,1.914116640232976,0.1279806477637032
Susiana,IrNElm3,-600,7.181864442,6.08671003,4.467867502,4.220339258,0.9,0.9,0.842857143,1.0,2.7,0.768427176,1,2.789084414068294,0.28072029889342653
Susiana,IrAchae,-500,7.333008823,6.740362689,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0,0.887021376,1,3.8790091939807847,0.28845457865075236
Susiana,IrAchae,-400,7.452026836,6.579783597,5.301029996,6.185276146,0.972727273,0.891666667,0.828571429,0.925,5.0,0.884931562,1,3.87292580038962,0.24841976107233998
Susiana,IrSeleu,-300,7.204119983,6.556302501,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0,0.85419066,1,3.6085422815990857,0.06305020368230416
Susiana,IrSeleu,-200,4.802415616,5.447158031,4.82525317,5.479804078,0.9875,0.9,0.828571429,0.9375,5.0,0.778294628,1,2.950699723073788,-0.818339023786599
Susiana,IrPart1,-100,6.736396502,6.301029996,5.477121255,5.595866645,0.677777778,0.916666667,0.816666667,0.9875,5.0,0.81935254,1,3.4124417754373275,0.09772682656320272
Susiana,IrPart1,0,6.875061263,6.477121255,5.602059991,5.595866645,0.677777778,0.916666667,0.816666667,0.9875,5.0,0.836338546,1,3.5042747147524542,0.20712343300567682
Susiana,IrElym2,100,5.830742127,4.60469802,4.507764847,4.0,0.9,0.925,1.0,0.925,5.0,0.759738768,1,2.7485130656165064,-1.1310181726624267
Susiana,IrElym2,200,5.830742127,4.60469802,4.507764847,4.0,0.9,0.925,1.0,0.925,5.0,0.759738768,1,2.7485130656165064,-1.1310181726624267
Susiana,IrSasn1,300,6.698970004,6.424901758,5.0,6.684503355,0.545454545,0.9,0.771428571,0.925,5.0,0.806545958,1,3.245417402083554,0.2907829878396339
Susiana,IrSasn1,400,6.698970004,6.499665679,5.397940009,6.684503355,0.545454545,0.9,0.771428571,0.925,5.0,0.819902671,1,3.3663051068679817,0.36756215789094154
Susiana,IrSasn2,500,6.949390007,6.537819095,5.602059991,6.489439991,0.518181818,0.97,0.814285714,0.975,5.0,0.846747292,1,3.5634394925644,0.3433604204660216
Susiana,IrSasn2,600,7.344392274,6.414973348,5.698970004,6.489439991,0.7,0.97,0.814285714,0.975,5.0,0.874001984,1,3.819410554024367,0.28210518646107724
Susiana,SyCalUm,700,7.391731577,6.954242509,5.479298043,4.864308302,0.554545455,0.908333333,0.842857143,1.0,5.0,0.841906264,1,3.4396385968850303,0.48451194162557526
Susiana,IqAbbs1,800,7.489246297,6.919078092,5.84509804,6.0,0.645454545,0.908333333,0.857142857,1.0,5.0,0.8674214,1,3.8392143894632094,0.5596718417708381
Susiana,IqAbbs1,900,7.017229138,6.0,5.477121255,6.0,0.645454545,0.908333333,0.857142857,1.0,5.0,0.833596468,1,3.4847239130209355,0.07001094094129653
Susiana,IrBuyid,1000,6.710545334,5.954242509,5.096910013,5.72642198,0.77,0.98,0.814285714,0.9625,5.0,0.82841991,1,3.395290309882214,-0.18672412876953415
Susiana,IrSeljq,1100,7.08278537,6.637651388,5.959413548,5.0,0.827272727,0.825,0.828571429,1.0,5.0,0.850992738,1,3.644932319565252,0.3179337389873836
Susiana,IqAbbs2,1200,6.591064607,5.875061263,6.0,5.153442194,0.888888889,0.845454545,0.828571429,1.0,5.0,0.838994965,1,3.530554245960188,-0.11062370677681146
Susiana,IrIlkhn,1300,6.720159303,6.579783597,5.160658852,5.501419874,0.709090909,0.9875,0.828571429,1.0,2.934952436,0.818716171,1,3.1182180126548356,0.5210470738364615
Susiana,UzTimur,1400,7.69019608,6.740362689,5.176091259,6.115641599,0.827272727,0.881818182,0.828571429,0.9875,5.0,0.872745656,1,3.799010653125277,0.40063535666091415
Susiana,IrAkKoy,1500,6.766648855,6.255272505,4.880255212,5.092885197,0.744444444,0.85,0.828571429,0.9625,5.0,0.812769721,1,3.1555615656557063,0.020251236173877456
Susiana,IrSafvd,1600,6.954242509,6.431363764,5.301029996,5.53002117,0.809090909,0.825,0.842857143,1.0,5.0,0.839888365,1,3.4881467251433187,0.1775714126711666
Susiana,IrSafvd,1700,6.954242509,6.431363764,5.301029996,5.53002117,0.809090909,0.825,0.842857143,1.0,5.0,0.839888365,1,3.4881467251433187,0.1775714126711666
Upper Egypt,EgBadar,-4400,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9,0.151831804,0,-2.8521966536264682,-0.0880446831512224
Upper Egypt,EgBadar,-4300,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9,0.151831804,0,-2.8521966536264682,-0.0880446831512224
Upper Egypt,EgBadar,-4200,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9,0.151831804,0,-2.8521966536264682,-0.0880446831512224
Upper Egypt,EgBadar,-4100,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9,0.151831804,0,-2.8521966536264682,-0.0880446831512224
Upper Egypt,EgBadar,-4000,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9,0.151831804,0,-2.8521966536264682,-0.0880446831512224
Upper Egypt,EgBadar,-3900,2.155354857,3.469650438,1.825387878,1.069412609,0.1,0.245454545,0.228571429,0.1,0.9,0.151831804,0,-2.8521966536264682,-0.0880446831512224
Upper Egypt,EgNaqa1,-3800,2.064087318,1.215576585,1.888813959,2.061205281,0.1,0.318181818,0.25,0.1,3.0,0.174698163,0,-2.6347420433069466,-1.4632150683218599
Upper Egypt,EgNaqa1,-3700,3.987022162,3.77114498,3.04059473,2.247513193,0.1,0.318181818,0.25,0.1,3.0,0.312389862,0,-1.4669411389559959,0.041622034323564296
Upper Egypt,EgNaqa1,-3600,4.548768068,3.77114498,4.113943352,2.394538614,0.1,0.318181818,0.25,0.1,3.0,0.348164483,0,-1.0454751388529715,0.286314810180075
